,time,yhat_lower,yhat,yhat_upper,Zip_code
77,2002-09-01,78787.56237350145,79794.27276105674,80870.0372551861,28208
78,2002-10-01,78892.24747007508,79941.24098826267,80908.93543003463,28208
79,2002-11-01,79178.60528174468,80217.79314004866,81283.30208186552,28208
80,2002-12-01,79480.12032788461,80523.63035261924,81624.5211623567,28208
81,2003-01-01,79730.71221833832,80802.55707809376,81855.03733331051,28208
82,2003-02-01,79799.31191404328,80942.01815668655,81937.25994129105,28208
83,2003-03-01,79908.32041626713,80893.17119460135,81979.53263754553,28208
84,2003-04-01,80385.95561772346,81383.3261428061,82476.50069532631,28208
85,2003-05-01,80245.3822906489,81278.78602689775,82434.06578037165,28208
86,2003-06-01,80386.02338401106,81474.31829733617,82563.52598830326,28208
87,2003-07-01,80591.2089436553,81681.3178352256,82723.21967060954,28208
88,2003-08-01,80851.8571282097,81894.83120628886,83049.22037317323,28208
89,2003-09-01,80804.7560025226,81891.38474657173,82964.09705396053,28208
90,2003-10-01,80877.99856933078,81915.92717995441,83002.04069842838,28208
91,2003-11-01,81039.7855932126,82157.0655354821,83262.39341924153,28208
92,2003-12-01,81366.60269151782,82413.67582893654,83464.56326600176,28208
93,2004-01-01,81564.53550177596,82665.87926830484,83762.68524926381,28208
94,2004-02-01,81625.13649947556,82643.13475125733,83668.85891326237,28208
95,2004-03-01,81892.21990229891,82931.58941291308,84013.41970890528,28208
96,2004-04-01,81404.03752845053,82515.4789384407,83594.8577053994,28208
97,2004-05-01,81103.46250164753,82200.46320739236,83239.7546169581,28208
98,2004-06-01,80938.24300466457,81958.96517190526,82999.82903555008,28208
99,2004-07-01,80734.03911832879,81867.63379937096,82893.16165979678,28208
100,2004-08-01,80742.87616518169,81870.50574589976,83031.91273210561,28208
101,2004-09-01,80840.03615004117,81897.70252508801,83026.88492242759,28208
102,2004-10-01,80680.25922588768,81755.31563275427,82799.4433335806,28208
103,2004-11-01,80465.45980236943,81546.31505215054,82616.38378359801,28208
104,2004-12-01,80390.59666576244,81406.60780747824,82536.81023619279,28208
105,2005-01-01,80234.69953570796,81329.467463191,82343.8301702351,28208
106,2005-02-01,80284.00260956417,81381.10164231466,82455.02374607779,28208
107,2005-03-01,80582.3294421534,81577.08370965472,82642.57527279778,28208
108,2005-04-01,80505.68813425918,81500.78325526389,82666.39046041196,28208
109,2005-05-01,80160.94949233286,81295.3428251167,82411.21141921275,28208
110,2005-06-01,80181.98011655734,81273.48608292182,82290.96362293737,28208
111,2005-07-01,80247.3015024094,81355.14299213697,82427.13103868398,28208
112,2005-08-01,80361.84540309587,81504.24559997726,82580.97401673913,28208
113,2005-09-01,80520.31471387172,81595.14857770715,82667.37896920055,28208
114,2005-10-01,80454.99939748908,81576.99821767939,82637.58125694115,28208
115,2005-11-01,80646.28756624532,81680.82691712261,82689.0666309663,28208
116,2005-12-01,80783.81536263175,81832.602871663,82925.91063195595,28208
117,2006-01-01,80850.08448024957,81925.8865541906,83027.40993861452,28208
118,2006-02-01,81012.76625455801,82014.33698054637,83112.7556991678,28208
119,2006-03-01,81023.58927347846,82078.2585867934,83166.11964017781,28208
120,2006-04-01,81204.0904524885,82275.18014579092,83361.81590663007,28208
121,2006-05-01,81039.50841314453,82111.92170179999,83223.44441540533,28208
122,2006-06-01,81204.12337925802,82240.72756295286,83358.4855132071,28208
123,2006-07-01,81406.85977973162,82426.64092215961,83481.26711540365,28208
124,2006-08-01,81549.3960377436,82650.91333300815,83794.96846143767,28208
125,2006-09-01,81729.00518984064,82736.53034867888,83847.40244218662,28208
126,2006-10-01,81742.52001408252,82778.81891033678,83862.98742730901,28208
127,2006-11-01,81882.4488401097,82947.20207438945,83980.43921538617,28208
128,2006-12-01,82110.19585885397,83148.35962141212,84291.2806870785,28208
129,2007-01-01,82248.8113644169,83319.11735915358,84319.66522432292,28208
130,2007-02-01,82331.32226067728,83350.40945001262,84415.17172398446,28208
131,2007-03-01,82112.91998938128,83203.8614667475,84211.21451195276,28208
132,2007-04-01,82501.88684737342,83585.84742722,84802.39903710698,28208
133,2007-05-01,82358.4343273744,83376.62764576271,84436.28501382878,28208
134,2007-06-01,82443.70731772964,83449.85198938975,84485.40038862482,28208
135,2007-07-01,82502.76909262036,83538.48901746135,84576.54761041152,28208
136,2007-08-01,82552.85959218697,83629.69446171296,84623.87879741738,28208
137,2007-09-01,82459.5163185734,83503.94007518332,84545.1625411989,28208
138,2007-10-01,82374.13607103184,83410.11999874782,84552.82212297815,28208
139,2007-11-01,82495.4695536986,83528.95042746427,84600.40611367443,28208
140,2007-12-01,82659.80459249363,83667.1982111015,84784.02850614012,28208
141,2008-01-01,82751.86400839098,83797.09372365846,84839.16089647815,28208
142,2008-02-01,82517.71162270496,83652.04127979826,84680.79794131353,28208
143,2008-03-01,82128.92861675403,83182.27020255066,84274.08590872606,28208
144,2008-04-01,81175.81766411636,82212.22938147413,83304.36332838997,28208
145,2008-05-01,80312.48988833671,81361.1520246802,82404.21865606177,28208
146,2008-06-01,79561.07879769531,80565.72364258926,81571.14883926694,28208
147,2008-07-01,78823.99068788868,79938.33064430988,81015.59702053573,28208
148,2008-08-01,78266.4461179599,79387.27224423505,80525.11200323234,28208
149,2008-09-01,77772.07988186482,78860.53867681969,79871.5805922629,28208
150,2008-10-01,77130.2071619654,78182.0901587406,79217.32955081978,28208
151,2008-11-01,76268.74001960485,77419.15923153277,78497.76201813474,28208
152,2008-12-01,75707.07303971604,76743.39036111491,77804.41440251864,28208
153,2009-01-01,74947.5192634736,76009.425262581,77152.6870328886,28208
154,2009-02-01,74238.2050022509,75404.23468745945,76453.6127186729,28208
155,2009-03-01,74044.43839403246,75006.95568644755,76056.8187831544,28208
156,2009-04-01,73196.977878761,74273.83047781028,75402.55316744336,28208
157,2009-05-01,72399.65950965973,73432.75318871561,74509.49682912446,28208
158,2009-06-01,71662.55172805156,72754.07169227449,73741.95982286005,28208
159,2009-07-01,71082.57431523498,72200.09174254096,73257.98970056642,28208
160,2009-08-01,70640.80735634327,71692.36959613558,72787.06713390349,28208
161,2009-09-01,69997.05305596898,71126.44781961899,72228.30216378774,28208
162,2009-10-01,69620.26585691805,70626.34934310974,71654.2708753056,28208
163,2009-11-01,69141.40782423176,70141.67386583005,71243.80571646591,28208
164,2009-12-01,68725.95613047938,69723.92964934881,70757.33179938157,28208
165,2010-01-01,68138.21963847619,69228.70915515395,70257.775583404,28208
166,2010-02-01,67677.36221286464,68728.65540478725,69825.48692125692,28208
167,2010-03-01,67101.48573449635,68261.02485141416,69313.25925219544,28208
168,2010-04-01,66895.45127922241,67869.44223368942,69024.57804816104,28208
169,2010-05-01,66139.23993903676,67136.66361867602,68162.39015449266,28208
170,2010-06-01,65594.32450690794,66676.96530310661,67727.9396452161,28208
171,2010-07-01,65136.784343795254,66293.35849129113,67366.3658202116,28208
172,2010-08-01,64416.00254995201,65527.33051014607,66506.22050551673,28208
173,2010-09-01,63499.51232202756,64622.64713382275,65702.76989416534,28208
174,2010-10-01,62641.92113658054,63706.580477422285,64769.25134468409,28208
175,2010-11-01,61796.784509267214,62884.66324948043,63894.04136708385,28208
176,2010-12-01,61016.857165129564,62127.46557844432,63221.19973015455,28208
177,2011-01-01,60245.85855320572,61307.92292419197,62342.34800394685,28208
178,2011-02-01,59229.12578049635,60348.91462305729,61413.643087244884,28208
179,2011-03-01,58247.64519304968,59307.90176960431,60443.844615953305,28208
180,2011-04-01,57671.94281269789,58699.58733808212,59660.51522081665,28208
181,2011-05-01,56502.25515511517,57611.59216927264,58711.91331758539,28208
182,2011-06-01,55775.705161734084,56892.52459566673,57966.27001782611,28208
183,2011-07-01,55211.43449161931,56214.427510286834,57310.28122813997,28208
184,2011-08-01,54472.23549973572,55513.3410373053,56617.32437862934,28208
185,2011-09-01,53567.00955645504,54595.29473354186,55641.15394209703,28208
186,2011-10-01,52712.9948105659,53734.740543654545,54832.75238441877,28208
187,2011-11-01,52103.2169511161,53061.27905513841,54135.948027913,28208
188,2011-12-01,51402.18885324581,52432.792725324325,53479.69445490274,28208
189,2012-01-01,50613.98318771019,51770.396320647706,52856.75586968527,28208
190,2012-02-01,49816.73063556508,50833.05195955466,51873.85857941767,28208
191,2012-03-01,50003.4104490861,51100.76254906308,52187.93947575435,28208
192,2012-04-01,49742.321220698526,50919.06419934828,51983.94280080638,28208
193,2012-05-01,49715.88207519256,50830.898911613105,51927.207722737556,28208
194,2012-06-01,49765.998259286425,50823.81300088374,51904.68532905476,28208
195,2012-07-01,49782.936151095244,50959.332071662095,52067.35400008339,28208
196,2012-08-01,50101.08389901176,51196.616142948675,52201.98725711879,28208
197,2012-09-01,50422.60101058972,51458.22504689354,52539.75156611927,28208
198,2012-10-01,50482.05169826411,51542.688597873945,52534.92600328133,28208
199,2012-11-01,50562.65393256521,51568.100142027244,52619.64002189994,28208
200,2012-12-01,50619.09151127544,51655.210743386284,52734.542578801076,28208
201,2013-01-01,50567.73910981663,51652.8940197856,52714.12455421609,28208
202,2013-02-01,50719.50368588751,51779.35181959733,52812.34984873884,28208
203,2013-03-01,50983.877892025295,52042.91651207379,53157.83059345704,28208
204,2013-04-01,50988.30239923895,52041.43967836962,53072.852772769445,28208
205,2013-05-01,50791.64446870823,51908.409203726325,52982.05602571734,28208
206,2013-06-01,50800.51164110939,51961.37608221852,52980.56844718116,28208
207,2013-07-01,51014.6481500072,52115.44294693703,53166.29412928662,28208
208,2013-08-01,51294.335653963004,52339.369175464315,53413.059575941064,28208
209,2013-09-01,51399.09261564905,52505.09577388155,53633.726668420066,28208
210,2013-10-01,51757.42065273792,52844.4850988018,53966.51589284775,28208
211,2013-11-01,52151.351883101466,53227.28034966858,54344.80359699176,28208
212,2013-12-01,52532.56125230142,53649.02393461788,54731.35962915083,28208
213,2014-01-01,52890.67025211033,54021.27416856887,55071.3884134375,28208
214,2014-02-01,53366.91790237939,54388.69114634648,55447.43745292689,28208
215,2014-03-01,53614.487807971425,54704.582540974734,55858.92357418126,28208
216,2014-04-01,54097.99048037188,55180.47065139625,56275.56102350184,28208
217,2014-05-01,54190.69598547697,55287.179837813615,56306.05027701188,28208
218,2014-06-01,54689.3702791236,55694.9522503901,56780.723073640474,28208
219,2014-07-01,55033.15275069949,56095.284300266474,57171.1610553833,28208
220,2014-08-01,55445.299408289284,56541.11375592272,57553.539734808095,28208
221,2014-09-01,55791.21259061537,56848.28781640075,57872.940047216514,28208
222,2014-10-01,56026.00134726234,57104.986421420756,58205.249778416575,28208
223,2014-11-01,56403.62239512059,57494.92663028068,58617.39925566927,28208
224,2014-12-01,56855.26886658831,57910.494220665394,59069.982288671104,28208
225,2015-01-01,57296.84281054337,58302.80900321409,59402.18408968533,28208
226,2015-02-01,57474.54550461151,58555.65813888085,59609.41656615236,28208
227,2015-03-01,57499.27718566486,58609.22619608737,59657.38086860033,28208
228,2015-04-01,58102.186401303516,59212.76920136654,60273.615899517674,28208
229,2015-05-01,58287.57422325288,59290.01031587078,60406.04593342869,28208
230,2015-06-01,58629.60216474074,59775.02023502187,60854.2485255911,28208
231,2015-07-01,59189.38332688065,60262.15943295623,61349.887948322896,28208
232,2015-08-01,59731.47160756288,60765.1504527315,61894.429046233585,28208
233,2015-09-01,60073.3877676855,61051.18164172626,62160.29372461286,28208
234,2015-10-01,60183.23538744222,61355.863735152176,62445.19733564599,28208
235,2015-11-01,60838.464893347365,61886.47973939384,62919.27016138178,28208
236,2015-12-01,61301.58087644144,62423.229692892986,63495.46850277202,28208
237,2016-01-01,61834.35479532658,62964.91078097394,63958.16588455855,28208
238,2016-02-01,63487.313338966545,64568.51482101167,65605.6114695219,28208
239,2016-03-01,65293.517857374805,66378.39232639286,67449.49704975044,28208
240,2016-04-01,66797.60592356848,67845.21723157629,68969.74867528293,28208
241,2016-05-01,68359.1552486635,69352.3970292267,70446.81650440012,28208
242,2016-06-01,69907.513011023,70993.8343733944,72044.58637507565,28208
243,2016-07-01,71565.7588278629,72724.69852955917,73743.97944349071,28208
244,2016-08-01,73450.2619816811,74610.50585574415,75747.8178490245,28208
245,2016-09-01,75488.21913650939,76520.63801458736,77563.44123204639,28208
246,2016-10-01,77121.34654274561,78200.44665095297,79320.73056349483,28208
247,2016-11-01,78854.30012819864,79874.38145000469,80973.12671242232,28208
248,2016-12-01,80501.38971472286,81556.86973403141,82636.7571241498,28208
249,2017-01-01,82125.53224676813,83203.10994918649,84251.45220679093,28208
250,2017-02-01,83874.93053353831,84978.1246877544,86104.85174146238,28208
251,2017-03-01,85661.97648115485,86730.70855072062,87750.14708673308,28208
252,2017-04-01,87459.24210019821,88377.78865577243,89538.46127806562,28208
253,2017-05-01,88781.65450385769,89840.13586379717,90901.04159816919,28208
254,2017-06-01,90481.09335488934,91541.65968104603,92619.21186673288,28208
255,2017-07-01,92231.2292946194,93291.10422843076,94349.83204028913,28208
256,2017-08-01,94154.04665627453,95163.58739571513,96277.46150517477,28208
257,2017-09-01,95914.55183910223,96977.87093288852,98028.3505602878,28208
258,2017-10-01,97569.80440478548,98627.50821103132,99721.44254118676,28208
259,2017-11-01,99323.95580265307,100364.22634689433,101405.36848483304,28208
260,2017-12-01,100995.8409758254,102096.21788506559,103162.33889317821,28208
261,2018-01-01,102763.80158670829,103822.39100401218,104925.40353819802,28208
262,2018-02-01,104487.96100889104,105543.73086678714,106654.73312006678,28208
263,2018-03-01,106015.98034443278,107082.5203510897,108142.24288942781,28208
264,2018-04-01,107917.68620145031,108912.33134650651,109940.9991629512,28208
265,2018-04-30,109149.09593403644,110204.70813856108,111312.47060707597,28208
266,2018-05-31,111119.51059973253,112206.5272429694,113251.33539663824,28208
267,2018-06-30,112877.63130630703,114019.84999561681,115126.70587232694,28208
268,2018-07-31,114629.70706951126,115796.5801003768,116899.69815613193,28208
269,2018-08-31,115975.97219698913,117135.11176825732,118396.59133049147,28208
270,2018-09-30,117367.26961367147,118680.14639862443,120010.19430911611,28208
271,2018-10-31,119363.03216549032,120755.47527957062,122241.74272025909,28208
272,2018-11-30,121245.99580673297,122730.81716138015,124305.65386536354,28208
273,2018-12-31,123241.79308760776,124818.04205911743,126478.02533665273,28208
274,2019-01-31,124474.75755086433,126220.53274135885,128238.52544122929,28208
275,2019-02-28,124799.80496852113,126744.95897908931,128730.6867830907,28208
276,2019-03-31,127538.3301176669,129520.11391758069,131940.56723316186,28208
277,2019-04-30,128449.13964529593,130700.99004173749,133133.64383858448,28208
278,2019-05-31,130223.90413233626,132762.35137688267,135758.64483935252,28208
279,2019-06-30,131912.2113390334,134582.47499494403,137786.91560173949,28208
280,2019-07-31,132850.63307265838,136334.5931705721,140130.21289521118,28208
281,2019-08-31,133998.41630584942,137579.5599599176,141722.26396882322,28208
282,2019-09-30,135163.33868345173,139113.15776141942,143212.46875171375,28208
283,2019-10-31,137119.56342133394,141260.51129962836,145871.3400073758,28208
284,2019-11-30,138802.91049933687,143282.92425870887,148800.19184818934,28208
285,2019-12-31,140236.69794779175,145434.12316452657,151312.83364517774,28208
286,2020-01-31,141081.71259312873,146763.46843474734,153076.1177661347,28208
287,2020-02-29,141681.64081183457,147785.35863969914,154286.29595739028,28208
288,2020-03-31,143287.6320173269,149987.44944797838,156771.85363703725,28208
289,2020-04-30,144542.7320692552,151311.86466995798,158640.18784986934,28208
290,2020-05-31,145657.62107532693,153193.87453818304,160886.71932354342,28208
291,2020-06-30,147110.5038973179,154987.5597326755,163221.80681843156,28208
292,2020-07-31,148707.25286727236,156808.21881630365,165602.36582975634,28208
293,2020-08-31,149584.42636315632,158335.84366281482,167859.05418302573,28208
294,2020-09-30,150546.273631072,159913.31796226697,169724.23986076366,28208
295,2020-10-31,152219.4101914486,161848.61801755504,171910.63360059736,28208
296,2020-11-30,153777.5930491308,163727.89361776525,174095.51066277444,28208
297,2020-12-31,154985.75401123666,165678.729428596,176750.150964698,28208
298,2021-01-31,155999.94269606614,167218.4607474376,179039.00174729893,28208
299,2021-02-28,156532.6669941773,168136.75145495404,180093.25489751686,28208
300,2021-03-31,158121.08109305557,170528.07537820935,183237.72465588298,28208
301,2021-04-30,158758.22475010977,171805.2952178875,185225.27482093847,28208
302,2021-05-31,160358.01729360875,173747.30763181482,187742.07424671645,28208
303,2021-06-30,161688.87404134695,175551.81211949931,189231.66410272563,28208
304,2021-07-31,162964.08347936987,177351.4087528749,191765.5265687911,28208
305,2021-08-31,163890.31470108754,178784.20143631005,193588.22733383797,28208
306,2021-09-30,164780.59039076953,180343.86874851916,195997.29937477564,28208
307,2021-10-31,166200.48351188784,182348.48081675806,198689.37187859346,28208
308,2021-11-30,167059.71284184145,184276.07453592212,201327.5195210163,28208
309,2021-12-31,168489.351425841,186296.49073947873,203549.63953036256,28208
310,2022-01-31,169819.61762650678,187769.14809135158,205604.50650322082,28208
311,2022-02-28,170008.619794515,188488.3719507238,207670.571552685,28208
312,2022-03-31,172224.00934056833,191070.77339509342,210952.1723702101,28208
313,2022-04-30,172569.94715227225,192300.1535572004,212861.16797984566,28208
314,2022-05-31,173890.98979017252,194301.9726616094,215744.45742741477,28208
315,2022-06-30,174941.09349449558,196115.29541425675,217542.10198218297,28208
316,2022-07-31,176383.1721178789,197892.02551901617,220710.08449586312,28208
317,2022-08-31,176470.4814626646,199230.5571868962,222941.77538490744,28208
318,2022-09-30,177385.60497237756,200775.5918172636,224473.10559106283,28208
319,2022-10-31,178413.07101456553,202850.92069820996,227874.37176144222,28208
320,2022-11-30,179983.367553955,204826.26258001893,229658.77970650297,28208
321,2022-12-31,181024.94539076547,206913.4874777569,232402.89301247665,28208
322,2023-01-31,181842.35618486832,208315.9781599976,234879.14227792525,28208
323,2023-02-28,181565.84418268767,208840.40439772845,236067.4642304179,28208
324,2023-03-31,183861.7440010381,211615.55933622093,239265.53851057516,28208
325,1996-04-01,124094.24862063924,127622.563296804,131124.52118468747,78758
326,1996-05-01,124259.97669953135,127591.79328509021,130999.18579653588,78758
327,1996-06-01,123973.06970351539,127383.71950723628,130965.36840914354,78758
328,1996-07-01,123340.69418558409,126931.6945505787,130553.6730375505,78758
329,1996-08-01,122820.24664319267,126171.99792650808,130000.91929153705,78758
330,1996-09-01,122061.14238209688,125422.68607708678,128896.4325594789,78758
331,1996-10-01,121472.73108845016,124885.71291262904,128649.94180228184,78758
332,1996-11-01,120773.39009203081,124542.64165030942,128028.81969116845,78758
333,1996-12-01,120594.16733131613,124142.92931502074,128123.42641680405,78758
334,1997-01-01,120130.92221180993,123880.68218512471,127377.84513344418,78758
335,1997-02-01,119984.7560977338,123604.81508209876,127211.05637429083,78758
336,1997-03-01,118945.35559822782,122550.85252960336,126093.80282887018,78758
337,1997-04-01,118988.15726733094,122339.73237998455,125707.63591922415,78758
338,1997-05-01,118410.64371910517,122053.04272605288,125779.7093975264,78758
339,1997-06-01,118205.16139275167,121702.34659614522,125138.41469375478,78758
340,1997-07-01,117585.72285601568,121271.25643322071,124806.13691706044,78758
341,1997-08-01,117108.20585588191,120680.63445518406,124070.53378959176,78758
342,1997-09-01,116454.13824628567,120095.43598424003,123581.89717791538,78758
343,1997-10-01,116339.2957947039,119581.17117333139,123379.98568611458,78758
344,1997-11-01,115838.68295967861,119127.28329409915,122698.38354353854,78758
345,1997-12-01,115442.33981828528,119054.86599589816,122646.14363688538,78758
346,1998-01-01,115655.11260371222,119053.8307767428,122479.20560416915,78758
347,1998-02-01,115439.35868593134,119079.99164693827,122644.00632185553,78758
348,1998-03-01,115919.32479771556,119282.61651719482,123027.80099930259,78758
349,1998-04-01,115714.65348413549,119225.11839694605,122599.6948067737,78758
350,1998-05-01,115659.79982658857,119113.22559184943,122702.89200176054,78758
351,1998-06-01,115296.54767921647,119071.6591545284,122645.75473807396,78758
352,1998-07-01,115622.9975201103,119101.49234516172,122484.81171264012,78758
353,1998-08-01,115616.61056116567,119129.80633511794,122384.67298022145,78758
354,1998-09-01,115980.26114182879,119397.18546584519,122805.76546234658,78758
355,1998-10-01,116016.88170644047,119568.02629810326,123247.99770487829,78758
356,1998-11-01,116452.40367452367,119690.95995919788,123027.55426234979,78758
357,1998-12-01,116408.71131878385,119749.62408147918,123389.50692002727,78758
358,1999-01-01,116219.31927559759,119811.29681749665,123379.18145285806,78758
359,1999-02-01,116655.2691142375,119950.17720164348,123412.66266797142,78758
360,1999-03-01,117795.99357940827,121223.58545025693,124719.49146104224,78758
361,1999-04-01,117497.24905720352,121103.917547214,124667.33918371328,78758
362,1999-05-01,117023.17018020038,120970.36013732175,124413.2429974883,78758
363,1999-06-01,117445.43619686535,121041.35714781896,124689.13169689322,78758
364,1999-07-01,118180.14608653265,121626.17971072998,125281.72079662685,78758
365,1999-08-01,118985.68079704729,122365.61370411579,125703.30318589209,78758
366,1999-09-01,119682.61227085788,123082.34667807339,126656.35707968229,78758
367,1999-10-01,119873.67505476292,123544.42280416747,126979.66263079662,78758
368,1999-11-01,120563.77777233065,123840.55137814424,127071.60683637884,78758
369,1999-12-01,120531.371178092,124074.73417925177,127687.81522347686,78758
370,2000-01-01,120870.59781842613,124249.28837367024,127741.508038777,78758
371,2000-02-01,121127.36793457094,124560.00365059952,128117.20885683957,78758
372,2000-03-01,121432.89992970106,125019.81763587655,128267.6057174478,78758
373,2000-04-01,122463.64865099048,126070.04934595125,129316.54817155929,78758
374,2000-05-01,123462.88653282396,126990.02090561931,130302.48660204922,78758
375,2000-06-01,124184.25137628197,127764.38008486225,131159.86550807016,78758
376,2000-07-01,124574.97504359431,128263.0966995864,132123.41359027347,78758
377,2000-08-01,124939.72972824755,128485.83303260867,131976.38653309026,78758
378,2000-09-01,125112.31235124762,128718.95414028056,132336.96723095287,78758
379,2000-10-01,125729.25753528194,129132.7225472051,132527.08860547352,78758
380,2000-11-01,126325.08667341719,129772.08424198112,133322.88724872994,78758
381,2000-12-01,126699.59276518726,130323.11347807494,133942.64274087743,78758
382,2001-01-01,127450.34209100861,131043.29930527673,134732.1028403691,78758
383,2001-02-01,127935.17277840359,131742.718671295,135137.80952097877,78758
384,2001-03-01,128070.32884637761,131569.66002631633,135262.62521579777,78758
385,2001-04-01,128959.61352024766,132333.82634574233,136133.4543027567,78758
386,2001-05-01,129439.21941253323,132990.96230701657,136639.15991109316,78758
