,RegionName,City,State,Metro,CountyName,time,value,ds,yhat_lower,yhat,yhat_upper,Zip_code,log_value,log_yhat
44,07106,Newark,NJ,New York,Essex,1999-12-01,116800.0,1999-12-01,103981.92555907028,118237.35490919469,131340.37178493524,07106,11.668218349376264,11.680449365407403
45,07106,Newark,NJ,New York,Essex,2000-01-01,117700.0,2000-01-01,106373.26596163162,119948.28245073491,134225.16603981005,07106,11.675894293248367,11.694815949288584
46,07106,Newark,NJ,New York,Essex,2000-02-01,118600.0,2000-02-01,107006.85009466253,121435.83016253756,134793.44348295685,07106,11.683511765545763,11.707141255433697
47,07106,Newark,NJ,New York,Essex,2000-03-01,119500.0,2000-03-01,108239.86349850358,122134.66597612797,135233.3267679597,07106,11.691071650353702,11.712879534431067
48,07106,Newark,NJ,New York,Essex,2000-04-01,120500.0,2000-04-01,108117.98659926977,122010.83432268763,135470.1134813111,07106,11.699405031912846,11.71186512569605
49,07106,Newark,NJ,New York,Essex,2000-05-01,121400.0,2000-05-01,107857.72984302304,121954.36523305143,135139.35045480478,07106,11.706846157607535,11.711402198272406
50,07106,Newark,NJ,New York,Essex,2000-06-01,122300.0,2000-06-01,108826.5383512786,122566.46263684377,136219.7538589341,07106,11.714232321675263,11.716408713976222
51,07106,Newark,NJ,New York,Essex,2000-07-01,123200.0,2000-07-01,108861.61820276981,123039.49345448705,137964.43400110857,07106,11.721564330081556,11.720260667813628
52,07106,Newark,NJ,New York,Essex,2000-08-01,124100.0,2000-08-01,108949.10200611854,123516.72738059424,137052.91414461465,07106,11.728842971192698,11.72413187025569
53,07106,Newark,NJ,New York,Essex,2000-09-01,124900.0,2000-09-01,110325.37809121187,124365.87457493835,137727.14130567975,07106,11.73526869611367,11.730983101517413
54,07106,Newark,NJ,New York,Essex,2000-10-01,125800.0,2000-10-01,111676.69587506783,125361.92037534481,137809.81589365756,07106,11.742448623248476,11.738960195796942
55,07106,Newark,NJ,New York,Essex,2000-11-01,126600.0,2000-11-01,112338.33358783324,126361.83136417731,139561.86201952593,07106,11.748787788692212,11.746904748038103
56,07106,Newark,NJ,New York,Essex,2000-12-01,127500.0,2000-12-01,113480.54572093405,127195.95484810554,141618.66119048628,07106,11.755871643580617,11.753484127873875
57,07106,Newark,NJ,New York,Essex,2001-01-01,128400.0,2001-01-01,114051.63450549537,127591.70099933169,141376.99706387616,07106,11.762905670237998,11.756590608587496
58,07106,Newark,NJ,New York,Essex,2001-02-01,129100.0,2001-02-01,114041.18697209419,128087.63664145778,142188.42888501458,07106,11.768342576834733,11.760469969889547
59,07106,Newark,NJ,New York,Essex,2001-03-01,129800.0,2001-03-01,115721.01470517294,129850.31227610483,143626.44757284303,07106,11.773750083252127,11.77413762198677
60,07106,Newark,NJ,New York,Essex,2001-04-01,130500.0,2001-04-01,116279.60257369313,130414.52903308085,143663.87357626023,07106,11.779128505744886,11.778473341233402
61,07106,Newark,NJ,New York,Essex,2001-05-01,131100.0,2001-05-01,116471.7051047369,129875.69076579333,142895.05778969597,07106,11.78371566975179,11.774333047084541
62,07106,Newark,NJ,New York,Essex,2001-06-01,131700.0,2001-06-01,116846.41999321405,130577.35766700337,143691.34106699712,07106,11.788281887731372,11.779721109178277
63,07106,Newark,NJ,New York,Essex,2001-07-01,132300.0,2001-07-01,117696.7805990224,131227.0596717379,146239.29377810273,07106,11.792827350103048,11.784684381724036
64,07106,Newark,NJ,New York,Essex,2001-08-01,132800.0,2001-08-01,118523.6223219817,131921.55072262642,146156.97366661642,07106,11.79659951602447,11.789962712187332
65,07106,Newark,NJ,New York,Essex,2001-09-01,133400.0,2001-09-01,120065.7160209502,132679.17971586986,146923.03579353588,07106,11.80110741246366,11.79568931061702
66,07106,Newark,NJ,New York,Essex,2001-10-01,134000.0,2001-10-01,119996.4735055295,133462.5823949201,147990.10434399595,07106,11.805595078933049,11.801576435850198
67,07106,Newark,NJ,New York,Essex,2001-11-01,134700.0,2001-11-01,120946.10289536178,134264.6377793985,148852.30858340082,07106,11.810805362398455,11.8075680401659
68,07106,Newark,NJ,New York,Essex,2001-12-01,135400.0,2001-12-01,120998.54583730751,135077.49886077622,149970.77596497635,07106,11.815988639460311,11.813603958343304
69,07106,Newark,NJ,New York,Essex,2002-01-01,136100.0,2002-01-01,122131.67167089654,135908.9066798053,148453.6367858747,07106,11.821145188639557,11.81974013647443
70,07106,Newark,NJ,New York,Essex,2002-02-01,136800.0,2002-02-01,123045.03184244929,136751.41067661805,150101.71677405128,07106,11.826275284170586,11.825920035964973
71,07106,Newark,NJ,New York,Essex,2002-03-01,137300.0,2002-03-01,124313.12595946733,137561.33704610827,151008.84911672637,07106,11.829923591756062,11.831825184229325
72,07106,Newark,NJ,New York,Essex,2002-04-01,137900.0,2002-04-01,124719.96927769318,138817.97865323036,152039.49209982893,07106,11.834284063781393,11.840918847868606
73,07106,Newark,NJ,New York,Essex,2002-05-01,138500.0,2002-05-01,123286.01680297614,137794.07151312527,152050.1523824298,07106,11.83862560460953,11.833515614235083
74,07106,Newark,NJ,New York,Essex,2002-06-01,139000.0,2002-06-01,125444.41840148646,138593.21125019834,152661.08018633744,07106,11.842229212112828,11.839298383659537
75,07106,Newark,NJ,New York,Essex,2002-07-01,139500.0,2002-07-01,125014.15811196913,139422.06183220513,152959.41779335387,07106,11.845819880243557,11.845261027571157
76,07106,Newark,NJ,New York,Essex,2002-08-01,140100.0,2002-08-01,125837.193138275,140328.54153935946,154175.94808441418,07106,11.850111732325098,11.85174167761314
77,07106,Newark,NJ,New York,Essex,2002-09-01,140700.0,2002-09-01,126878.73020977712,141328.3283203099,155100.5179372461,07106,11.854385243102481,11.85884103209094
78,07106,Newark,NJ,New York,Essex,2002-10-01,141400.0,2002-10-01,126661.4616812796,142227.2050854963,156290.92914180848,07106,11.85934803244461,11.865181093703239
79,07106,Newark,NJ,New York,Essex,2002-11-01,142200.0,2002-11-01,129824.24015033034,143177.96841093173,156581.72663387927,07106,11.864989796351278,11.8718436697933
80,07106,Newark,NJ,New York,Essex,2002-12-01,143100.0,2002-12-01,130361.09316788141,144311.8378067133,157869.7451863619,07106,11.871298965544542,11.879731777479746
81,07106,Newark,NJ,New York,Essex,2003-01-01,144200.0,2003-01-01,131693.15525336377,145923.33948399444,159798.8976292771,07106,11.878956503832987,11.890836690764448
