,RegionName,City,State,Metro,CountyName,time,value,ds,yhat_lower,yhat,yhat_upper,Zip_code,log_value,log_yhat
0,28269,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,126100.0,1996-04-01,123438.50708695856,126411.18113737664,129196.96360088311,28269,11.744830521953011,11.747295215148005
1,28277,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,183900.0,1996-04-01,182250.50346739925,186159.25007111346,189428.01096520087,28277,12.122147410592412,12.134357769557624
2,28027,Concord,NC,Charlotte,Cabarrus,1996-04-01,126600.0,1996-04-01,119619.51596373392,124361.34045875438,129137.62318583495,28027,11.748787788692212,11.730946642972386
3,29732,Rock Hill,SC,Charlotte,York,1996-04-01,99800.0,1996-04-01,97076.4492778402,102650.42872091143,107830.04478069348,29732,11.510923462299555,11.5390845989694
4,28078,Huntersville,NC,Charlotte,Mecklenburg,1996-04-01,166200.0,1996-04-01,164672.24812795944,167921.18676940806,171090.05460455,28078,12.020947161403486,12.031250021938622
5,29730,Rock Hill,SC,Charlotte,York,1996-04-01,70300.0,1996-04-01,71349.06742539309,77063.63497491831,82857.80003546258,29730,11.160527077798756,11.25238678777772
6,28216,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,96900.0,1996-04-01,92315.03626846352,96160.15751872027,99772.5289214257,28216,11.481434797878858,11.473770387857545
7,28205,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,73700.0,1996-04-01,63033.09788650682,73924.79117650294,84659.68506098946,28205,11.207758078177427,11.210803519914563
8,28215,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,99100.0,1996-04-01,95472.32315164311,99913.45247359172,104507.69898467271,28215,11.50388472031808,11.512059614966194
9,28210,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,135000.0,1996-04-01,127057.07860625944,132571.26447849334,138267.57964883937,28210,11.813030057420567,11.794875624942273
10,28227,Mint Hill,NC,Charlotte,Mecklenburg,1996-04-01,101700.0,1996-04-01,97103.18735044336,101970.20432393516,106699.2026352296,28227,11.52978258203665,11.532435935121441
11,28025,Concord,NC,Charlotte,Cabarrus,1996-04-01,96500.0,1996-04-01,92348.12472645889,95636.636370494,99000.01940701292,28025,11.477298287327077,11.468311251260086
12,29720,Lancaster,SC,Charlotte,Lancaster,1996-04-01,56600.0,1996-04-01,51145.03267765491,54328.15900762894,57359.199473591645,29720,10.943764264191275,10.902797953597416
13,28262,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,125200.0,1996-04-01,122466.30041684501,125726.05145222657,129217.49421395961,28262,11.737667737648135,11.74186062411696
14,28173,Waxhaw,NC,Charlotte,Union,1996-04-01,190400.0,1996-04-01,187966.84229091508,194929.3297667799,201501.09933883804,28173,12.156882401339402,12.180392360406572
15,28110,Monroe,NC,Charlotte,Union,1996-04-01,95300.0,1996-04-01,93455.13267828138,95707.0902686421,97793.78327144764,28110,11.464785089642293,11.469047663188187
16,28117,Mooresville,NC,Charlotte,Iredell,1996-04-01,170100.0,1996-04-01,164428.2197604036,176593.74107395735,187640.50997046323,28117,12.044141778383953,12.08160712526662
17,28226,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,167500.0,1996-04-01,161364.4934345129,167577.30916673262,173212.07005082312,28226,12.028738630247258,12.029200071031157
18,28213,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,108600.0,1996-04-01,105694.688239591,109547.61227647224,113130.01085647965,28213,11.595426686481972,11.604114549044159
19,28105,Matthews,NC,Charlotte,Mecklenburg,1996-04-01,137800.0,1996-04-01,136464.08688068806,139929.09091035978,143433.24402527825,28105,11.833558637561696,11.848891079782852
20,28212,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,88700.0,1996-04-01,84388.29366261247,88553.13212102704,92691.90360034873,28212,11.393015168297671,11.391358013799742
21,28054,Gastonia,NC,Charlotte,Gaston,1996-04-01,70300.0,1996-04-01,67312.73556558753,70000.69560600596,72371.56685049654,28054,11.160527077798756,11.15626045821078
22,28115,Mooresville,NC,Charlotte,Iredell,1996-04-01,103500.0,1996-04-01,99146.84558754083,103396.697738905,107354.81597958136,28115,11.547326891687561,11.546328303785403
23,28273,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,115000.0,1996-04-01,110814.8850367396,114737.71519800849,118322.43927670797,28273,11.652687407345388,11.650404065093806
24,28208,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,59000.0,1996-04-01,52075.351317305496,57416.27545147109,63013.52873016529,28208,10.985292722887856,10.958083086567243
25,28625,Statesville,NC,Charlotte,Iredell,1996-04-01,76900.0,1996-04-01,75743.68803330835,79195.60321344447,82670.04099390701,28625,11.250261155493735,11.279676061279742
26,28214,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,101800.0,1996-04-01,97151.80047692655,101407.76000194268,105588.47371919244,28214,11.53076538309856,11.52690489582982
27,29710,Clover,SC,Charlotte,York,1996-04-01,86800.0,1996-04-01,90596.79234132108,101095.11070698567,110857.11517097644,29710,11.371361900648441,11.523817042879546
28,28677,Statesville,NC,Charlotte,Iredell,1996-04-01,63400.0,1996-04-01,57069.998178198824,61637.30373738946,66624.33680039449,28677,11.057219140425318,11.029022546384372
29,28052,Gastonia,NC,Charlotte,Gaston,1996-04-01,48300.0,1996-04-01,45174.40747442242,49166.55320572217,52883.540585488,28052,10.785186839640664,10.802968858411012
30,28031,Cornelius,NC,Charlotte,Mecklenburg,1996-04-01,172700.0,1996-04-01,171749.00041924653,174819.70528969215,177598.5745440742,28031,12.05931126413477,12.071510466340198
31,28079,Indian Trail,NC,Charlotte,Union,1996-04-01,129700.0,1996-04-01,123797.45894909141,127270.6495842505,131321.337415139,28079,11.772979370304535,11.754071196958693
32,28056,Gastonia,NC,Charlotte,Gaston,1996-04-01,84900.0,1996-04-01,79436.96485268635,82069.01563326656,84922.34757241957,28056,11.349229372299439,11.315315826318447
33,28211,Charlotte,NC,Charlotte,Mecklenburg,1996-04-01,179000.0,1996-04-01,170161.10702091284,177878.1093428793,185612.00818976943,28211,12.095141084822892,12.088853815733422
